year,page,pdf_field_name,short_key,field_type,semantic_label,rect_x0,rect_y0,rect_x1,rect_y1
2022,1,topmostSubform[0].Page1[0].c1_01[0],c1_01,CheckBox,,95.6,67.5,103.6,75.5
2022,1,topmostSubform[0].Page1[0].c1_01[1],c1_01,CheckBox,,138.8,67.5,146.8,75.5
2022,1,topmostSubform[0].Page1[0].c1_01[2],c1_01[2],CheckBox,,232.4,67.5,240.4,75.5
2022,1,topmostSubform[0].Page1[0].c1_01[3],c1_01[3],CheckBox,,362.0,67.5,370.0,75.5
2022,1,topmostSubform[0].Page1[0].c1_01[4],c1_01[4],CheckBox,,470.0,67.5,478.0,75.5
2022,1,topmostSubform[0].Page1[0].f1_01[0],f1_01,Text,,244.8,96.0,576.0,108.0
2022,1,topmostSubform[0].Page1[0].f1_02[0],f1_02,Text,,36.0,118.0,236.6,132.0
2022,1,topmostSubform[0].Page1[0].f1_03[0],f1_03,Text,,238.6,118.0,467.0,132.0
2022,1,topmostSubform[0].Page1[0].YourSocial[0].f1_04[0],f1_04,Text,,469.0,118.0,576.0,132.0
2022,1,topmostSubform[0].Page1[0].f1_05[0],f1_05,Text,,36.0,142.0,236.6,156.0
2022,1,topmostSubform[0].Page1[0].f1_06[0],f1_06,Text,,238.6,142.0,467.0,156.0
2022,1,topmostSubform[0].Page1[0].SpousesSocial[0].f1_07[0],f1_07,Text,,469.0,142.0,576.0,156.0
2022,1,topmostSubform[0].Page1[0].Address[0].f1_08[0],f1_08,Text,,36.0,166.0,416.6,180.0
2022,1,topmostSubform[0].Page1[0].Address[0].f1_09[0],f1_09,Text,,418.6,166.0,467.0,180.0
2022,1,topmostSubform[0].Page1[0].Address[0].f1_10[0],f1_10,Text,,36.0,190.0,337.4,204.0
2022,1,topmostSubform[0].Page1[0].Address[0].f1_11[0],f1_11,Text,,339.4,190.0,402.2,204.0
2022,1,topmostSubform[0].Page1[0].Address[0].f1_12[0],f1_12,Text,,404.2,190.0,467.0,204.0
2022,1,topmostSubform[0].Page1[0].Address[0].f1_13[0],f1_13,Text,,36.0,214.0,258.2,228.0
2022,1,topmostSubform[0].Page1[0].Address[0].f1_14[0],f1_14,Text,,260.2,214.0,402.2,228.0
2022,1,topmostSubform[0].Page1[0].Address[0].f1_15[0],f1_15,Text,,404.2,214.0,467.0,228.0
2022,1,topmostSubform[0].Page1[0].c1_02[0],c1_02,CheckBox,,504.0,216.5,512.0,224.5
2022,1,topmostSubform[0].Page1[0].c1_03[0],c1_03,CheckBox,,540.0,216.5,548.0,224.5
2022,1,topmostSubform[0].Page1[0].c1_04[0],c1_04,CheckBox,,504.0,241.0,512.0,249.0
2022,1,topmostSubform[0].Page1[0].c1_04[1],c1_04,CheckBox,,540.0,241.0,548.0,249.0
2022,1,topmostSubform[0].Page1[0].c1_05[0],c1_05,CheckBox,,182.0,254.0,190.0,262.0
2022,1,topmostSubform[0].Page1[0].c1_06[0],c1_06,CheckBox,,282.8,254.0,290.8,262.0
2022,1,topmostSubform[0].Page1[0].c1_07[0],c1_07,CheckBox,,95.6,266.0,103.6,274.0
2022,1,topmostSubform[0].Page1[0].c1_08[0],c1_08,CheckBox,,117.2,283.5,125.2,291.5
2022,1,topmostSubform[0].Page1[0].c1_09[0],c1_09,CheckBox,,261.2,283.5,269.2,291.5
2022,1,topmostSubform[0].Page1[0].c1_10[0],c1_10,CheckBox,,362.0,283.5,370.0,291.5
2022,1,topmostSubform[0].Page1[0].c1_11[0],c1_11,CheckBox,,506.0,283.5,514.0,291.5
2022,1,topmostSubform[0].Page1[0].Dependents_ReadOrder[0].c1_12[0],c1_12,CheckBox,,79.7,354.7,87.7,362.7
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row1[0].f1_16[0],f1_16,Text,"Line 1a - Total wages, salaries, tips",93.6,318.0,266.4,330.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row1[0].f1_17[0],f1_17,Text,Line 1b - Household employee wages,266.4,318.0,352.8,330.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row1[0].f1_18[0],f1_18,Text,Line 1c - Tip income (Form 4137),353.8,318.0,416.9,330.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row1[0].c1_13[0],c1_13,CheckBox,,453.2,320.0,461.2,328.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row1[0].c1_14[0],c1_14,CheckBox,,532.4,320.0,540.4,328.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row2[0].f1_19[0],f1_19,Text,,93.6,330.0,266.4,342.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row2[0].f1_20[0],f1_20,Text,,266.4,330.0,352.8,342.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row2[0].f1_21[0],f1_21,Text,,353.8,330.0,416.9,342.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row2[0].c1_15[0],c1_15,CheckBox,,453.2,332.0,461.2,340.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row2[0].c1_16[0],c1_16,CheckBox,,532.4,332.0,540.4,340.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row3[0].f1_22[0],f1_22,Text,,93.6,342.0,266.4,354.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row3[0].f1_23[0],f1_23,Text,,266.4,342.0,352.8,354.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row3[0].f1_24[0],f1_24,Text,,353.8,342.0,416.9,354.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row3[0].c1_17[0],c1_17,CheckBox,,453.2,344.0,461.2,352.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row3[0].c1_18[0],c1_18,CheckBox,,532.4,344.0,540.4,352.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row4[0].f1_25[0],f1_25,Text,Line 2b - Taxable interest,93.6,354.0,266.4,366.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row4[0].f1_26[0],f1_26,Text,Line 3b - Ordinary dividends,266.4,354.0,352.8,366.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row4[0].f1_27[0],f1_27,Text,Line 4b - IRA distributions (taxable),353.8,354.0,416.9,366.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row4[0].c1_19[0],c1_19,CheckBox,,453.2,356.0,461.2,364.0
2022,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row4[0].c1_20[0],c1_20,CheckBox,,532.4,356.0,540.4,364.0
2022,1,topmostSubform[0].Page1[0].f1_28[0],f1_28,Text,Line 5b - Pensions/annuities (taxable),504.0,366.0,576.0,378.0
2022,1,topmostSubform[0].Page1[0].f1_29[0],f1_29,Text,Line 6b - Social Security (taxable),504.0,378.0,576.0,390.0
2022,1,topmostSubform[0].Page1[0].f1_30[0],f1_30,Text,Line 7 - Capital gain/loss,504.0,390.0,576.0,402.0
2022,1,topmostSubform[0].Page1[0].f1_31[0],f1_31,Text,Line 8 - Additional income (Sch 1),504.0,402.0,576.0,414.0
2022,1,topmostSubform[0].Page1[0].f1_32[0],f1_32,Text,Line 9 - Total income,504.0,414.0,576.0,426.0
2022,1,topmostSubform[0].Page1[0].f1_33[0],f1_33,Text,Line 10 - Adjustments (Sch 1),504.0,426.0,576.0,438.0
2022,1,topmostSubform[0].Page1[0].f1_34[0],f1_34,Text,Line 11 - AGI,504.0,438.0,576.0,450.0
2022,1,topmostSubform[0].Page1[0].f1_35[0],f1_35,Text,Line 12 - Standard/Itemized deduction,504.0,450.0,576.0,462.0
2022,1,topmostSubform[0].Page1[0].f1_36[0],f1_36,Text,Line 13 - QBI deduction,410.4,462.0,481.6,474.0
2022,1,topmostSubform[0].Page1[0].f1_37[0],f1_37,Text,Line 14 - Total deductions,504.0,474.0,576.0,486.0
2022,1,topmostSubform[0].Page1[0].f1_38[0],f1_38,Text,Line 15 - Taxable income,252.0,486.0,323.2,498.0
2022,1,topmostSubform[0].Page1[0].f1_39[0],f1_39,Text,,504.0,486.0,576.0,498.0
2022,1,topmostSubform[0].Page1[0].f1_40[0],f1_40,Text,,252.0,498.0,323.2,510.0
2022,1,topmostSubform[0].Page1[0].f1_41[0],f1_41,Text,,504.0,498.0,576.0,510.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_42[0],f1_42,Text,,252.0,510.0,323.2,522.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_43[0],f1_43,Text,,504.0,510.0,576.0,522.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_44[0],f1_44,Text,,252.0,522.0,323.2,534.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_45[0],f1_45,Text,,504.0,522.0,576.0,534.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_46[0],f1_46,Text,,252.0,534.0,323.2,546.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_47[0],f1_47,Text,,504.0,534.0,576.0,546.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].c1_21[0],c1_21,CheckBox,,465.2,548.0,473.2,556.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].c1_22[0],c1_22,CheckBox,,465.2,560.0,473.2,568.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_48[0],f1_48,Text,,504.0,558.0,576.0,570.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_49[0],f1_49,Text,,504.0,570.0,576.0,582.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_50[0],f1_50,Text,,504.0,582.0,576.0,594.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_51[0],f1_51,Text,,504.0,594.0,576.0,606.0
2022,1,topmostSubform[0].Page1[0].Lines4a-11_ReadOrder[0].f1_52[0],f1_52,Text,,504.0,606.0,576.0,618.0
2022,1,topmostSubform[0].Page1[0].StandardDeductionBubble[0].f1_53[0],f1_53,Text,,504.0,618.0,576.0,630.0
2022,1,topmostSubform[0].Page1[0].f1_54[0],f1_54,Text,,504.0,630.0,576.0,642.0
2022,1,topmostSubform[0].Page1[0].f1_55[0],f1_55,Text,,504.0,642.0,576.0,654.0
2022,1,topmostSubform[0].Page1[0].f1_56[0],f1_56,Text,,504.0,654.0,576.0,666.0
2022,2,topmostSubform[0].Page2[0].c2_01[0],c2_01,CheckBox,,297.2,39.0,305.2,47.0
2022,2,topmostSubform[0].Page2[0].c2_02[0],c2_02,CheckBox,,347.6,39.0,355.6,47.0
2022,2,topmostSubform[0].Page2[0].c2_03[0],c2_03,CheckBox,,398.0,39.0,406.0,47.0
2022,2,topmostSubform[0].Page2[0].f2_01[0],f2_01,Text,,410.4,36.0,446.4,48.0
2022,2,topmostSubform[0].Page2[0].f2_02[0],f2_02,Text,,504.0,36.0,576.0,48.0
2022,2,topmostSubform[0].Page2[0].f2_03[0],f2_03,Text,,504.0,48.0,576.0,60.0
2022,2,topmostSubform[0].Page2[0].f2_04[0],f2_04,Text,,504.0,60.0,576.0,72.0
2022,2,topmostSubform[0].Page2[0].f2_05[0],f2_05,Text,,504.0,72.0,576.0,84.0
2022,2,topmostSubform[0].Page2[0].f2_06[0],f2_06,Text,,504.0,84.0,576.0,96.0
2022,2,topmostSubform[0].Page2[0].f2_07[0],f2_07,Text,,504.0,96.0,576.0,108.0
2022,2,topmostSubform[0].Page2[0].f2_08[0],f2_08,Text,,504.0,108.0,576.0,120.0
2022,2,topmostSubform[0].Page2[0].f2_09[0],f2_09,Text,,504.0,120.0,576.0,132.0
2022,2,topmostSubform[0].Page2[0].f2_10[0],f2_10,Text,,504.0,132.0,576.0,144.0
2022,2,topmostSubform[0].Page2[0].f2_11[0],f2_11,Text,,410.4,156.0,481.6,168.0
2022,2,topmostSubform[0].Page2[0].f2_12[0],f2_12,Text,,410.4,168.0,481.6,180.0
2022,2,topmostSubform[0].Page2[0].f2_13[0],f2_13,Text,,410.4,180.0,481.6,192.0
2022,2,topmostSubform[0].Page2[0].f2_14[0],f2_14,Text,,504.0,192.0,576.0,204.0
2022,2,topmostSubform[0].Page2[0].f2_15[0],f2_15,Text,,504.0,204.0,576.0,216.0
2022,2,topmostSubform[0].Page2[0].f2_16[0],f2_16,Text,,410.4,216.0,481.6,228.0
2022,2,topmostSubform[0].Page2[0].f2_17[0],f2_17,Text,,410.4,228.0,481.6,240.0
2022,2,topmostSubform[0].Page2[0].f2_18[0],f2_18,Text,,410.4,240.0,481.6,252.0
2022,2,topmostSubform[0].Page2[0].f2_19[0],f2_19,Text,,410.4,252.0,481.6,264.0
2022,2,topmostSubform[0].Page2[0].f2_20[0],f2_20,Text,,410.4,264.0,481.6,276.0
2022,2,topmostSubform[0].Page2[0].f2_21[0],f2_21,Text,,504.0,276.0,576.0,288.0
2022,2,topmostSubform[0].Page2[0].f2_22[0],f2_22,Text,,504.0,288.0,576.0,300.0
2022,2,topmostSubform[0].Page2[0].f2_23[0],f2_23,Text,,504.0,300.0,576.0,312.0
2022,2,topmostSubform[0].Page2[0].c2_04[0],c2_04,CheckBox,,465.2,314.5,473.2,322.5
2022,2,topmostSubform[0].Page2[0].f2_24[0],f2_24,Text,,504.0,312.0,576.0,324.0
2022,2,topmostSubform[0].Page2[0].RoutingNo[0].f2_25[0],f2_25,Text,,172.8,324.0,302.4,335.0
2022,2,topmostSubform[0].Page2[0].c2_05[0],c2_05,CheckBox,,377.4,327.0,385.4,335.0
2022,2,topmostSubform[0].Page2[0].c2_05[1],c2_05,CheckBox,,435.0,327.0,443.0,335.0
2022,2,topmostSubform[0].Page2[0].AccountNo[0].f2_26[0],f2_26,Text,,172.8,336.5,417.6,347.5
2022,2,topmostSubform[0].Page2[0].f2_27[0],f2_27,Text,,410.4,348.2,481.6,360.0
2022,2,topmostSubform[0].Page2[0].f2_28[0],f2_28,Text,,504.0,372.0,576.0,384.0
2022,2,topmostSubform[0].Page2[0].f2_29[0],f2_29,Text,,410.4,384.0,481.6,396.0
2022,2,topmostSubform[0].Page2[0].c2_06[0],c2_06,CheckBox,,410.4,408.5,418.4,416.5
2022,2,topmostSubform[0].Page2[0].c2_06[1],c2_06,CheckBox,,511.2,408.5,519.2,416.5
2022,2,topmostSubform[0].Page2[0].f2_30[0],f2_30,Text,,144.0,420.0,295.2,438.0
2022,2,topmostSubform[0].Page2[0].f2_31[0],f2_31,Text,,331.2,420.0,424.8,438.0
2022,2,topmostSubform[0].Page2[0].f2_32[0],f2_32,Text,,504.0,426.0,576.0,438.0
2022,2,topmostSubform[0].Page2[0].f2_33[0],f2_33,Text,,325.0,472.0,459.8,492.0
2022,2,topmostSubform[0].Page2[0].f2_34[0],f2_34,Text,,504.0,480.0,576.0,492.0
2022,2,topmostSubform[0].Page2[0].f2_35[0],f2_35,Text,,325.0,502.0,459.8,522.0
2022,2,topmostSubform[0].Page2[0].f2_36[0],f2_36,Text,,504.0,510.0,576.0,522.0
2022,2,topmostSubform[0].Page2[0].f2_37[0],f2_37,Text,,134.8,522.0,272.6,534.0
2022,2,topmostSubform[0].Page2[0].f2_38[0],f2_38,Text,,324.0,522.0,576.0,534.0
2022,2,topmostSubform[0].Page2[0].f2_39[0],f2_39,Text,,91.6,544.0,215.0,558.0
2022,2,topmostSubform[0].Page2[0].f2_40[0],f2_40,Text,,447.4,544.0,503.0,558.0
2022,2,topmostSubform[0].Page2[0].c2_07[0],c2_07,CheckBox,,511.2,547.0,519.2,555.0
2022,2,topmostSubform[0].Page2[0].f2_41[0],f2_41,Text,,143.6,558.0,459.8,570.0
2022,2,topmostSubform[0].Page2[0].f2_42[0],f2_42,Text,,498.8,558.0,576.0,570.0
2022,2,topmostSubform[0].Page2[0].f2_43[0],f2_43,Text,,151.6,570.0,459.8,582.0
2022,2,topmostSubform[0].Page2[0].f2_44[0],f2_44,Text,,500.8,570.0,576.0,582.0
2023,1,topmostSubform[0].Page1[0].f1_01[0],f1_01,Text,,226.0,62.0,302.4,74.0
2023,1,topmostSubform[0].Page1[0].f1_02[0],f1_02,Text,,348.4,62.0,424.8,74.0
2023,1,topmostSubform[0].Page1[0].f1_03[0],f1_03,Text,,439.2,62.0,464.0,74.0
2023,1,topmostSubform[0].Page1[0].f1_04[0],f1_04,Text,,36.0,88.0,236.9,102.0
2023,1,topmostSubform[0].Page1[0].f1_05[0],f1_05,Text,,238.6,88.0,467.2,102.0
2023,1,topmostSubform[0].Page1[0].f1_06[0],f1_06,Text,,469.0,88.0,576.0,102.0
2023,1,topmostSubform[0].Page1[0].f1_07[0],f1_07,Text,,36.0,112.0,236.9,126.0
2023,1,topmostSubform[0].Page1[0].f1_08[0],f1_08,Text,,238.6,112.0,467.2,126.0
2023,1,topmostSubform[0].Page1[0].f1_09[0],f1_09,Text,,469.0,112.0,576.0,126.0
2023,1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_10[0],f1_10,Text,,36.0,136.0,416.9,150.0
2023,1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_11[0],f1_11,Text,,418.6,136.0,467.0,150.0
2023,1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_12[0],f1_12,Text,,36.0,160.0,337.4,174.0
2023,1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_13[0],f1_13,Text,,339.4,160.0,402.2,174.0
2023,1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_14[0],f1_14,Text,,404.2,160.0,467.0,174.0
2023,1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_15[0],f1_15,Text,,36.0,184.0,258.5,198.0
2023,1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_16[0],f1_16,Text,"Line 1a - Total wages, salaries, tips",260.2,184.0,402.5,198.0
2023,1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_17[0],f1_17,Text,Line 1b - Household employee wages,404.2,184.0,467.2,198.0
2023,1,topmostSubform[0].Page1[0].c1_1[0],c1_1,CheckBox,,504.0,186.5,512.0,194.5
2023,1,topmostSubform[0].Page1[0].c1_2[0],c1_2,CheckBox,,540.0,186.5,548.0,194.5
2023,1,topmostSubform[0].Page1[0].c1_3[0],c1_3,CheckBox,,102.8,200.0,110.8,208.0
2023,1,topmostSubform[0].Page1[0].c1_3[1],c1_3,CheckBox,,354.8,200.0,362.8,208.0
2023,1,topmostSubform[0].Page1[0].c1_3[2],c1_3[2],CheckBox,,102.8,212.0,110.8,220.0
2023,1,topmostSubform[0].Page1[0].c1_3[3],c1_3[3],CheckBox,,102.8,224.0,110.8,232.0
2023,1,topmostSubform[0].Page1[0].c1_3[4],c1_3[4],CheckBox,,354.8,223.5,362.8,231.5
2023,1,topmostSubform[0].Page1[0].f1_18[0],f1_18,Text,Line 1c - Tip income (Form 4137),288.0,246.0,568.8,258.0
2023,1,topmostSubform[0].Page1[0].c1_4[0],c1_4,CheckBox,,504.0,277.0,512.0,285.0
2023,1,topmostSubform[0].Page1[0].c1_4[1],c1_4,CheckBox,,540.0,277.0,548.0,285.0
2023,1,topmostSubform[0].Page1[0].c1_5[0],c1_5,CheckBox,,182.0,290.0,190.0,298.0
2023,1,topmostSubform[0].Page1[0].c1_6[0],c1_6,CheckBox,,282.8,290.0,290.8,298.0
2023,1,topmostSubform[0].Page1[0].c1_7[0],c1_7,CheckBox,,95.6,302.0,103.6,310.0
2023,1,topmostSubform[0].Page1[0].c1_8[0],c1_8,CheckBox,,117.2,319.5,125.2,327.5
2023,1,topmostSubform[0].Page1[0].c1_9[0],c1_9,CheckBox,,261.2,319.5,269.2,327.5
2023,1,topmostSubform[0].Page1[0].c1_10[0],c1_10,CheckBox,,362.0,319.5,370.0,327.5
2023,1,topmostSubform[0].Page1[0].c1_11[0],c1_11,CheckBox,,506.0,319.5,514.0,327.5
2023,1,topmostSubform[0].Page1[0].Dependents_ReadOrder[0].c1_12[0],c1_12,CheckBox,,79.7,391.0,87.7,399.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row1[0].f1_19[0],f1_19,Text,,93.6,354.0,265.6,366.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row1[0].f1_20[0],f1_20,Text,,266.4,354.0,352.8,366.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row1[0].f1_21[0],f1_21,Text,,353.8,354.0,416.9,366.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row1[0].c1_13[0],c1_13,CheckBox,,453.2,356.0,461.2,364.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row1[0].c1_14[0],c1_14,CheckBox,,532.4,356.0,540.4,364.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row2[0].f1_22[0],f1_22,Text,,93.6,366.0,265.6,378.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row2[0].f1_23[0],f1_23,Text,,266.4,366.0,352.8,378.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row2[0].f1_24[0],f1_24,Text,,353.8,366.0,416.9,378.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row2[0].c1_15[0],c1_15,CheckBox,,453.2,368.0,461.2,376.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row2[0].c1_16[0],c1_16,CheckBox,,532.4,368.0,540.4,376.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row3[0].f1_25[0],f1_25,Text,Line 2b - Taxable interest,93.6,378.0,265.6,390.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row3[0].f1_26[0],f1_26,Text,Line 3b - Ordinary dividends,266.4,378.0,352.8,390.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row3[0].f1_27[0],f1_27,Text,Line 4b - IRA distributions (taxable),353.8,378.0,416.9,390.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row3[0].c1_17[0],c1_17,CheckBox,,453.2,380.0,461.2,388.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row3[0].c1_18[0],c1_18,CheckBox,,532.4,380.0,540.4,388.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row4[0].f1_28[0],f1_28,Text,Line 5b - Pensions/annuities (taxable),93.6,390.0,265.6,402.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row4[0].f1_29[0],f1_29,Text,Line 6b - Social Security (taxable),266.4,390.0,352.8,402.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row4[0].f1_30[0],f1_30,Text,Line 7 - Capital gain/loss,353.8,390.0,416.9,402.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row4[0].c1_19[0],c1_19,CheckBox,,453.2,392.0,461.2,400.0
2023,1,topmostSubform[0].Page1[0].Table_Dependents[0].Row4[0].c1_20[0],c1_20,CheckBox,,532.4,392.0,540.4,400.0
2023,1,topmostSubform[0].Page1[0].f1_31[0],f1_31,Text,Line 8 - Additional income (Sch 1),504.0,402.0,576.0,414.0
2023,1,topmostSubform[0].Page1[0].f1_32[0],f1_32,Text,Line 9 - Total income,504.0,414.0,576.0,426.0
2023,1,topmostSubform[0].Page1[0].f1_33[0],f1_33,Text,Line 10 - Adjustments (Sch 1),504.0,426.0,576.0,438.0
2023,1,topmostSubform[0].Page1[0].f1_34[0],f1_34,Text,Line 11 - AGI,504.0,438.0,576.0,450.0
2023,1,topmostSubform[0].Page1[0].f1_35[0],f1_35,Text,Line 12 - Standard/Itemized deduction,504.0,450.0,576.0,462.0
2023,1,topmostSubform[0].Page1[0].f1_36[0],f1_36,Text,Line 13 - QBI deduction,504.0,462.0,576.0,474.0
2023,1,topmostSubform[0].Page1[0].f1_37[0],f1_37,Text,Line 14 - Total deductions,504.0,474.0,576.0,486.0
